rollNo,studentName,math,physics,chemistry,grade
507169,Scott Lloyd,99,16,67,C
518333,Laurie Jacobs,95,55,22,C
558663,Catherine Strickland,72,60,51,B
578279,Christopher Diaz,31,64,40,D
543261,Kelly Phillips,83,72,22,C
528978,Patrick Hawkins,63,87,28,C
570359,Charlene Baker,48,59,40,D
580082,Thomas Cline,94,23,15,D
587187,Alan Hines,53,32,44,D
578760,Ashley Ramirez,86,78,70,B+
513622,Randall Rush,79,89,33,B
536230,John Davis,15,86,27,D
524853,Eric Woods,22,48,98,C
515652,Jeremy Peters,30,16,93,D
577198,Calvin Schwartz,57,95,88,B+
595609,Jessica Davis,76,61,86,B+
592190,Mariah Coleman,21,72,12,D
557406,Brian Obrien,25,69,13,D
509499,Joel Williams,33,63,12,D
536443,John Garcia,57,83,14,C
504464,Eugene Nash,26,26,30,F
566402,Kevin Smith,31,20,89,D
585694,Elizabeth Vaughn,62,23,18,D
517269,David Wilson,41,59,19,D
571901,Amanda Jones,66,94,20,C
519561,Jessica Roberts,56,70,85,B
530909,Harold Lopez,98,59,56,B+
502945,Pamela Edwards,32,41,38,D
524911,Jessica Edwards,90,91,33,B+
551792,Shelby Morris,67,34,92,B
545526,Haley Leach,83,51,90,B+
576076,Jeremy Li,84,78,75,B+
537884,Karina Hoffman,48,45,81,C
515154,William Williams,96,30,33,C
516253,Brianna Hernandez,75,36,66,C
583909,Sarah Peterson,20,74,50,D
573833,Jennifer Clark,48,35,34,D
588926,Clinton Williams,51,80,72,B
599559,Jordan Rodriguez,87,44,88,B+
574101,Michelle Powell,27,94,36,C
540828,Joseph Meyer,90,71,17,C
557295,Michael Vang,76,77,92,A
532849,Ricky Hanson,21,41,20,F
599653,Kyle Gutierrez,62,92,35,B
554040,John Obrien,34,85,42,C
563836,Andrew King,20,37,10,F
511817,Ronald Lambert,43,91,10,D
594632,Tina Knight,26,49,71,D
518342,Phillip Nash,10,12,44,F
525490,Shawn Jones,40,11,63,D
508131,Anna Williams,86,33,36,C
553478,Kristina West,87,68,26,C
575904,Antonio Williams,59,95,95,A
577117,Bradley Cameron,10,45,66,D
585007,April Patton,61,13,29,D
531864,Matthew Bird,42,49,91,C
524588,Gregory Vang,91,61,48,B
530851,Dawn Camacho,44,22,34,D
592637,Justin Robinson,19,88,75,C
586364,Troy Hamilton,44,73,70,B
519117,Pamela Parks,74,18,99,B
575487,Amy Terry,16,83,11,D
539607,Jessica Davidson,71,14,28,D
506124,David Dodson,73,78,36,B
593276,Robert Edwards,25,92,96,B+
556540,Margaret Blake,30,93,32,C
506823,Charles Peterson,49,90,59,B
581105,Charles Carter,37,13,23,F
552690,Troy Blackburn,49,30,11,F
569860,Jennifer Jones,73,82,18,C
567054,Michael Espinoza,49,51,84,B
581870,Julie Barnes,71,55,78,B
586470,Pedro Lara,17,52,78,D
522059,Marcus Martinez,76,27,19,D
544461,Cheyenne Anderson,41,25,20,F
550107,Danielle Palmer,91,73,70,B+
503492,Shari Martinez,44,31,69,D
598877,Lindsey Martin,24,88,22,D
551029,Arthur Miller,42,87,81,B
564942,Kathy Martin,17,56,45,D
574471,Deborah Rowland,79,52,23,C
555197,Tracy Miller,10,18,69,F
539956,Danny Diaz,31,19,73,D
531519,Kelly Nelson,20,27,53,D
513540,Christopher Hoffman,32,23,49,D
541151,Holly Rubio,10,74,69,C
573590,Stephanie Morris,52,91,39,C
526593,Aaron Henry,22,24,85,D
553652,Kevin Schneider,31,41,12,F
522455,Stephen Knight,41,64,77,C
509981,Elizabeth Camacho,94,10,17,D
565361,Lisa Wilcox,20,32,54,D
588836,Robert Nelson,19,51,19,F
567855,Jacob Livingston,10,62,50,D
514935,Chelsey Morris,13,100,53,C
564300,Matthew Morris,12,22,40,F
546769,Charles Ramsey,13,23,56,F
510124,Miss Jessica Nguyen,91,21,59,C
559379,Benjamin David,55,51,28,D
534741,Caitlin Murphy,72,52,88,B
516800,Evan Rojas,35,39,11,F
575811,Andrew Henry,85,43,43,C
547803,Natalie Hensley,88,43,92,B+
539842,Charles Good,35,52,63,D
537979,Mark Clark,27,48,72,D
553942,Mark Smith,39,45,47,D
572473,Christopher Hensley,99,85,73,A
572529,Kylie Brown,79,39,63,C
508278,Justin Young,78,100,20,B
539274,Selena Torres,41,49,40,D
593854,Jacob Branch,35,31,76,D
536324,Robert Simmons,35,82,31,D
597627,Sarah Miller,13,54,66,D
501874,Shannon Todd,68,98,12,C
500411,Michael Bennett,88,72,11,C
586483,Joshua Schneider,46,79,62,B
530077,Robert Malone,88,52,99,B+
598072,Crystal Brown,74,64,89,B+
563599,Candace Reese,64,22,61,D
522724,Jennifer Allen,98,75,85,A
505036,Amanda Garcia,79,94,40,B+
532904,Monica Burnett,71,40,40,D
564256,Robin Nelson,72,48,90,B
542422,David Bautista,70,14,85,C
524057,Theresa Howard,25,41,35,D
538989,Robert Hernandez,50,14,13,F
579909,Brandon Hammond,37,37,31,D
566041,Kimberly Baldwin,30,21,12,F
545673,John Jenkins,94,10,47,D
567470,Cathy Wright,79,38,18,D
582954,Michael Huerta,71,64,72,B
560959,Leslie Christian,19,86,90,B
592939,Amanda Holland,20,91,92,B
505185,Emily Marquez,82,28,40,D
555654,Samantha Matthews,21,93,82,B
551283,Kristen Jones,69,39,23,D
506669,Jason Russell,48,41,39,D
529535,Timothy Smith,55,63,14,D
502565,John Strong,11,29,15,F
577524,Sherry Conner,65,45,35,D
574694,Robert Maldonado,60,99,42,B
562844,Bruce Wilson,29,81,49,C
599187,Jonathan Barnes,98,75,98,A
516663,Dr. Andrea Powell,81,77,80,B+
521534,Kristin Miles,58,63,16,D
500410,Kenneth Jones,62,25,38,D
552487,Fred Archer,25,97,51,C
527435,Jessica Gonzalez,79,44,83,B
528697,Lisa Ramirez,27,17,13,F
549959,Jeffrey Mayo,60,31,88,C
571793,Tiffany Boone,79,35,40,C
549250,Cindy Harper,70,77,50,B
594501,Sarah Nelson DDS,63,94,66,B+
519549,Jay Powers,54,28,93,C
530981,Jennifer Thomas,10,35,18,F
513397,Heather Wells,34,84,77,B
529507,Maria Kirk,69,47,55,C
540123,Aaron Thomas,26,14,76,D
510863,Derek Kelly,53,56,68,C
525860,Timothy Levy,29,16,91,D
562522,Victor Blankenship,97,36,12,D
523009,Gary Morris,11,59,55,D
555222,Donna Hayes,65,63,90,B+
575269,Anna Miles,80,58,27,C
569415,Joshua Black,50,16,98,C
593699,Robert Davis,80,33,10,D
573347,Kelsey Carter,29,28,16,F
565987,Teresa Deleon,82,36,27,D
556643,Corey Fernandez,24,93,64,C
541465,Jeffrey Martin,25,47,78,D
502397,Julie Cook,85,67,62,B+
528973,Barbara Serrano,75,15,71,C
583715,Mia Hawkins,74,58,15,D
587253,Charles Taylor,11,98,54,C
532476,Ashley Davis,62,53,86,B
501136,Jack Villarreal,33,36,70,D
514875,Lawrence Benjamin,94,95,40,B+
524842,Peggy Wood,35,63,67,C
529002,Angelica Martin,34,23,69,D
507755,Melissa Anderson,48,31,100,C
593646,Sherri Wright,90,37,93,B+
599489,Julie Fox,83,80,70,B+
595186,Sean Nguyen,88,61,15,C
519422,Travis Chavez,55,15,96,C
591694,Joyce Hopkins,29,33,18,F
598234,Scott Noble,17,97,46,C
583096,Christina Morales,54,40,68,C
549721,Lisa Bauer,65,100,100,A
527464,Martin Weber,16,77,82,C
539525,Michele Jacobs,61,72,30,C
533570,Robert Abbott,22,43,62,D
505869,Nicholas Blair,71,80,61,B
565770,Christine Smith,77,25,99,B
531459,Matthew Thomas,74,84,10,C
501760,Christina Taylor,91,35,58,B
572488,Samantha Jones,78,54,97,B+
556339,Amber Oliver,19,67,63,D
581072,Tonya Pierce,41,13,45,D
578211,Sara Weiss,98,85,72,A
560854,Jessica Garcia,27,72,32,D
506711,Mark Roman,31,79,64,C
528371,Michael Mahoney,18,33,85,D
594059,Justin Garcia,90,56,58,B
589969,Amber Walter,17,94,13,D
532998,Michael Brown,43,23,16,F
553663,Alexander Cooper,48,93,99,B+
566088,Melvin May,100,19,89,B
568321,John Miller,40,55,76,C
557035,Jennifer Young,66,54,65,B
535629,Jacob Rodriguez,98,53,34,B
522993,Paula Roberts,21,53,83,C
574474,Tamara Luna,97,19,93,B
567841,Amy Willis,48,62,38,D
511821,Michael Davis,19,17,12,F
593190,Jill King,42,35,35,D
539399,Erika Taylor,86,91,69,A
582363,Tracy Hull,81,33,25,D
567616,Jacqueline Love,30,100,11,D
512504,Michelle Mcdonald,55,32,51,D
520736,Ashley Johnson,99,41,53,B
546319,Michael King,33,98,26,C
547041,Anthony Jackson,92,38,42,C
531146,Amber Martinez,55,55,88,B
591291,Anna Lewis,66,70,41,C
599936,Daniel Webb,88,18,45,D
505830,Chelsea Fowler,91,85,15,B
596723,Brian Durham,61,36,19,D
579847,Steven Shepherd,89,44,30,C
564726,Traci Moore,30,55,89,C
557200,Thomas Jordan,39,10,68,D
553199,Emma Willis,99,30,37,C
574419,Lindsey Jarvis,47,45,95,B
513470,Lisa Rivera,82,68,14,C
540690,Katie Cox,84,71,89,A
542590,Margaret Henry,83,82,76,B+
587913,Wesley Armstrong,66,16,81,C
511968,April Cunningham,63,21,31,D
510424,Tom Robinson,14,77,36,D
597364,Maria Lopez,48,68,89,B
520224,Jared Thomas,10,66,81,C
579364,Courtney Smith,11,45,91,D
510946,James Knight,34,36,73,D
539829,Aaron Morris,90,79,91,A
547385,Kristi Ward,37,99,98,B+
595782,Troy Ray,61,60,12,D
549715,Vanessa Carrillo,65,79,61,B
524876,Timothy Lucas,15,38,47,D
501202,Tracy Thomas MD,56,43,49,D
527674,Zachary Moore,83,19,27,D
519653,Taylor Harris,48,21,66,D
536851,Kathleen Ramos,28,46,70,D
578271,Sherry Beck,63,18,37,D
521891,Christopher Hatfield,11,29,45,F
566668,Brian Acevedo,67,23,44,D
553497,John Padilla,57,54,83,B
509275,Olivia Abbott,76,100,100,A+
594376,Christine Cooper,18,23,31,F
591839,Karl Morse,55,11,84,D
588454,Johnny Barker,65,33,92,B
596788,Rachel Nixon,95,33,66,B
518395,Sonia Ramsey,82,81,96,A
551441,Carol Beltran,54,96,59,B
511067,James Hill,42,52,22,D
521668,Jeffrey Frederick,73,37,37,D
518719,James Zimmerman,43,63,78,B
500065,Michelle Olson,89,40,58,B
516841,Kayla Alexander,90,65,37,B
593975,Valerie Munoz,26,21,83,D
535396,Jesus Massey,80,50,69,B
548253,Lawrence Johnson,27,28,62,D
504882,Jessica Brown,89,50,99,B+
503932,Lisa Vega,42,54,38,D
531608,Dr. Luis Hill,88,73,46,B
541344,Donald Marsh,20,53,55,D
571661,Lindsey Anderson,54,27,87,C
557798,William Brown,12,39,66,D
514263,Ariana King,51,58,88,B
505529,Vincent Drake,22,21,11,F
589704,Kenneth Cooper,70,88,52,B
596007,Gregory Schwartz,57,59,61,C
559165,Christopher Maldonado,44,54,52,D
583244,Sarah Curry,42,35,54,D
510056,Melanie Miller,82,70,69,B+
588834,Stephanie Hawkins,43,24,91,C
570081,Charles Parrish,70,88,22,C
515760,Deborah Campbell,11,13,17,F
554549,Jason Bowen,77,72,98,A
513088,Jason Pitts,73,45,35,C
508201,Richard Mcintosh,82,31,50,C
505913,Lindsey Henderson DDS,65,52,16,D
578563,Victor Petersen,33,70,59,C
566809,Jordan Gray,21,32,41,F
595856,Dale Hart,36,25,67,D
597961,Melissa White,25,72,46,D
558494,Adam Kelley,13,71,45,D
597457,Mrs. Kathryn Donaldson,65,91,21,C
584903,Scott Brown,15,58,74,D
590226,Shaun Fields,58,23,67,D
597393,Timothy Reed,21,21,26,F
563175,Douglas Bryant,64,47,86,B
589326,Christopher Baker,30,49,68,D
541999,Brian Wolf,27,89,32,D
586524,Joseph Moore,46,97,80,B+
547888,Christine Clark,41,62,58,C
515954,Julie Cervantes,98,32,34,C
583632,Ryan Jones,86,34,89,B
569747,Mr. Robert Woodward MD,40,33,55,D
559568,Danielle Cruz,86,81,61,B+
512675,Joseph Anderson,69,12,76,C
516896,Jonathan Garcia,53,86,70,B
504643,Evelyn Cortez,80,87,64,B+
522300,Valerie Fuller,63,34,46,D
587975,Dr. Thomas Smith,33,24,66,D
597031,Kenneth Hodge,54,100,97,A
524850,Sara Deleon,33,77,31,D
525032,Glenda Pham,25,41,85,D
590357,Jonathan Scott,91,86,22,B
524016,Sandra Kidd,40,87,75,B
598852,Jennifer Patel,42,27,34,D
524589,Jonathan Jones,40,39,22,D
533832,Kyle Smith,11,25,67,D
516412,Anna Castro,10,83,29,D
511288,Suzanne Escobar,80,26,18,D
525190,Nicole Lucero,72,72,19,C
528715,Caleb Molina,100,75,17,B
556192,Harold Bender,55,65,19,D
526572,Nicholas Williams,28,95,14,D
509580,Julie Stewart,63,14,52,D
559652,Brenda Hobbs,41,23,27,F
573520,Robert Fernandez,26,39,56,D
533781,Mrs. Jean Simmons,50,78,28,C
502145,Jennifer Higgins,92,79,27,B
504146,Stephanie Beck,81,73,57,B
504989,Sheri Hill,68,45,84,B
505229,Amy Anderson,82,28,72,C
590934,Michael Hughes,97,41,93,B+
559098,Shawn Moore,72,38,54,C
578963,Melanie Johnston,54,60,77,B
524275,David Lynch,40,17,54,D
572761,Wanda Berry,42,80,96,B+
527338,Kelly Johnston,37,71,70,C
555268,Tracy Cook,36,50,81,C
599230,Megan Fry,99,72,10,C
504874,Spencer Duran,83,65,88,B+
505250,Autumn Harris,16,22,12,F
502560,Gina Lewis,68,41,72,C
598876,Stephanie Medina,87,38,32,C
501702,Juan Dixon,87,57,38,C
545015,Mark Li,59,42,58,C
566204,Mr. Scott Hill,60,90,68,B+
538781,Erica Gregory,66,48,56,C
556159,Shane Moreno,53,98,85,B+
538083,Lauren Blanchard,30,36,91,C
530056,Linda Taylor,27,25,80,D
597624,Lee Williams,16,88,21,D
543428,Victoria Hall,33,22,23,F
549177,Dr. Heidi Garza MD,24,63,91,C
572214,Mr. James Sims MD,71,76,56,B
597094,Ruth Wallace,27,32,79,D
581327,Jeremiah Smith,50,81,62,B
564614,Jennifer Mcdaniel,98,52,60,B
578710,Rachel Abbott,19,32,58,D
540106,Robert Arellano,73,33,71,C
522855,Claire Lee,82,19,83,B
530670,Lisa Williams,86,21,38,D
547427,Kyle Duncan,69,89,65,B+
577777,Gabriel Garrison,90,87,50,B+
521146,Nicholas Nunez,45,36,51,D
551429,Rachel Ramirez,31,14,77,D
562016,Zachary Fischer,85,19,52,C
531737,William Cole,51,100,34,B
599726,Christian Sexton,91,85,45,B+
502875,Sharon Cook,75,17,33,D
535623,John Roy,22,78,15,D
501501,Samantha Cunningham,48,96,27,C
569241,Erin Hatfield,73,58,86,B+
539493,Laura Cole,10,25,42,F
568485,Calvin Jones,81,70,68,B+
564393,Kristy Valdez,54,32,32,D
540125,Joshua Chambers,26,73,63,C
511418,Michelle Mahoney,45,83,41,C
581428,Amanda Mason,55,100,40,B
535257,Michael Reed,85,80,53,B+
590456,Angie Ramirez,74,19,68,C
534842,Brenda Ramirez,79,37,41,C
501600,Allison Ward,98,93,20,B
523303,Tiffany Owens,59,16,74,D
549630,Joshua George,28,14,52,F
570842,Stephen Copeland,56,86,100,B+
596019,Stephanie Hall,10,63,89,C
503023,Debra Morse,29,88,70,B
536847,Haley Garrett,58,68,96,B+
524436,James Floyd,78,14,99,B
526343,Ronnie Mason,31,28,83,D
566707,Ms. Angelica Diaz MD,63,49,26,D
588539,David Smith,13,19,45,F
514807,Eric Dickerson,61,28,84,C
557192,Walter Ramirez,89,76,52,B+
562502,Courtney Hill,96,42,10,D
584189,Melissa James PhD,21,37,16,F
502238,Tanner Guzman,97,68,18,B
588985,Amber Leon,38,23,17,F
526276,Jodi Kennedy,17,26,45,F
594811,Natasha Stephens,29,32,11,F
528310,Kristen Howell,82,74,44,B
507469,Mrs. Whitney Palmer DVM,93,91,25,B
597529,Brandy Gibson,60,48,69,C
576785,Matthew Ward,95,98,24,B+
554473,Steven Shelton,18,11,57,F
502738,Christina Chan,65,85,11,C
567077,Katelyn Maldonado,36,30,63,D
500609,Kimberly Ortiz,71,28,74,C
590608,Jennifer Willis,45,61,45,D
539533,Michele Parker,91,56,18,C
515512,Gary Anderson,51,50,99,B
588073,Amy Johnson,84,94,44,B+
521793,Tamara Anderson,65,48,68,C
557460,Charles Riley,88,64,44,B
517089,Christopher Gomez,81,55,28,C
557148,Stephanie Mcmillan,27,91,11,D
580603,Sharon Hopkins,14,78,59,D
500128,Mrs. Laura Mullen,93,28,55,C
509262,Cristina Aguilar,81,71,93,A
553850,Sarah Shaffer,34,35,85,C
595224,Katelyn Hopkins,80,65,75,B+
599295,Keith Woods,23,33,15,F
536773,Chad Bird,69,33,13,D
548757,Christy Hunter,79,93,34,B
514795,James Welch,23,10,20,F
530765,Todd Christensen,93,51,57,B
580436,Mr. Kyle Fowler II,54,91,62,B
527100,Jeremy Rojas,60,21,75,C
503111,Paul Fisher,76,51,13,D
527290,Juan Long,32,80,81,B
519094,Marco Peters,94,39,84,B+
526900,Michael Sanchez,80,98,44,B+
517085,Theresa Hunter,57,36,69,C
598421,Jack Herrera,41,47,33,D
517641,Steven Gordon,70,55,28,C
572624,Andrea Rodriguez,87,10,88,B
527866,Dawn Austin,70,80,33,B
585569,Kathleen Walls,72,26,89,B
592973,Ruben Martinez,56,38,87,C
595898,Erin Cruz,39,59,98,B
565291,Laurie Cordova,69,45,90,B
598635,Brenda Taylor,86,51,99,B+
548170,Andrea Johnson,70,42,73,B
541875,Adam Rodgers,91,50,10,D
527941,James Ramirez DDS,26,65,66,C
547365,Tammy Frazier,98,48,74,B+
501279,Anthony Brown,59,81,12,D
529904,Randy Davis,86,92,95,A+
513887,Monica Cox,64,42,16,D
521897,Jesse Hayes,80,34,68,C
503100,Donna Butler,95,57,90,B+
582181,Joseph Skinner,85,26,28,D
558495,Elizabeth Herman,48,55,44,D
578851,Bryan Weiss,75,18,96,B
572109,Randall Brewer,18,25,56,D
579006,Angela Williams,32,70,20,D
544381,Connie Martinez,11,84,96,B
529657,Anthony Hunter,52,73,91,B+
583759,Debra Morgan,81,81,38,B
537728,Robin Pierce,55,75,61,B
546460,Carl Thomas,49,16,60,D
545891,Tyler Jacobson,75,82,72,B+
556354,Keith Carroll,40,44,12,F
571256,Amanda Martinez,63,53,38,C
554441,Raymond Wade,28,63,12,D
508868,Gabrielle Thornton PhD,20,88,28,D
526792,Jeffrey Shaw,94,62,83,B+
505260,Gabrielle Johnson,65,60,98,B+
531653,Todd Fox,47,78,16,D
582861,Judy Martin,23,13,26,F
533963,Renee Whitehead,46,77,62,B
512696,Michael Jordan,28,11,53,F
556945,Paul Frye,43,82,54,C
532424,Jamie Harris,53,48,14,D
508791,Roger Gillespie,26,78,51,C
587596,Robert Thomas,35,27,54,D
535607,Deanna Berry,100,24,39,C
576101,Rachel Miller,12,18,99,D
542899,Jill Smith,84,93,12,B
503439,Tiffany Watts,60,58,46,C
511328,Michelle Walker,25,92,14,D
574223,Ashley Tran,37,22,71,D
564638,Sarah Brock,67,49,56,C
550013,Martha Valentine,72,12,32,D
567285,Jonathan Lawrence,57,91,27,C
588697,Steven Ward,97,96,66,A
516552,Katie Suarez,55,50,64,C
514348,Laura Spencer,20,38,37,F
538463,Erika Lee,30,15,10,F
520435,Shawn Randolph,55,70,24,D
593521,Tammy Martin,75,74,75,B+
511491,Mercedes Mclaughlin,90,42,88,B+
539719,Chad Bishop,58,100,89,A
588376,Dana Delgado,46,64,64,C
514078,Sara Williams,58,10,85,C
549482,Ronald Walker,16,82,85,B
525605,Maria Petersen,66,29,80,C
532865,Barbara Henry,29,92,31,D
539033,John Lewis,79,23,91,B
583830,Douglas Watkins,34,97,31,C
505398,April Nash,65,69,55,B
533444,Christopher Cowan,88,47,67,B
528212,Jose Sanchez,17,60,25,D
555279,Kenneth Price,10,50,33,F
539551,Lynn Martin,12,48,88,D
576615,James Smith,19,22,53,F
541379,Sherry Williams,96,41,20,C
579868,Barry Barry,48,66,33,D
567882,William Lee,61,79,29,C
577891,Courtney Powers,17,59,12,F
544056,Darlene Williams,20,90,14,D
510314,Justin Wallace,86,87,31,B
573772,Dr. Kenneth Shah,85,89,78,A
567578,Bethany Curtis,28,71,27,D
541609,Jenny Phillips,45,84,98,B+
532052,Peter Lawrence,28,39,70,D
555517,Paula Hines,50,91,65,B
543276,Claudia Trevino,73,32,36,D
513125,Stephanie Thornton,43,68,84,B
547480,Michael Jones,46,97,57,B
518328,Mrs. Ariel Palmer,82,84,92,A
523861,Brittany Sullivan,97,30,92,B+
548154,Annette Fields,37,76,40,C
570539,Sherry Chapman,91,68,68,B+
583150,Mr. Jared Gregory,76,22,92,B
574516,Tara Brown,32,93,57,C
586231,Zachary Cordova,83,88,17,B
558157,Jamie Brooks,77,78,72,B+
547765,Brandy Brown,13,11,30,F
546070,Tiffany Lang,59,12,18,F
508243,Keith Ramsey,36,19,79,D
571343,Jeffrey Lopez,98,42,21,C
518039,Deborah Mooney,26,33,29,F
580077,David Salinas,17,63,51,D
506796,Kyle Freeman,20,100,79,B
545868,Ronald Fischer,47,67,60,C
518754,Latoya Rodriguez,54,42,15,D
577993,John Mitchell,63,30,53,D
596283,Stacy Jones,48,98,18,C
534264,Larry Dean,50,34,52,D
571544,Lauren Howard,24,15,49,F
592080,Michael Johnson,57,14,57,D
559987,Timothy Jones,63,75,83,B+
544533,Monica Watson,96,79,74,A
589812,Kimberly Brown,97,75,49,B+
533490,Mitchell Maxwell,49,44,100,B
537618,Ian King,42,33,49,D
501565,Nicole Henderson,56,62,58,C
589868,Mr. David Morales,80,26,54,C
587581,Matthew Taylor,100,29,59,B
528096,Melissa Guzman,90,44,62,B
556873,John Harris,97,24,65,B
510121,Grant Cruz,28,31,96,C
581615,Kenneth Levine,98,77,68,A
510542,Corey Snyder,33,67,27,D
531423,Larry Horn,29,74,94,B
518129,Kelsey Harrington,77,58,28,C
529005,Antonio Gomez,52,71,40,C
588096,Susan Williams,22,82,46,D
565411,Samantha Harrington,31,58,39,D
562858,Allison Rodriguez,19,78,86,B
545834,Richard Lang,32,13,86,D
509098,Joseph Castillo,45,75,57,C
555237,Aaron Morgan,93,44,19,C
558754,Yvette Patrick,81,16,73,C
597442,Kevin Patel,21,52,98,C
556429,Susan Allen,22,19,59,D
586125,Nancy Robinson,22,81,93,B
564723,Meredith Duarte,84,28,27,D
563725,Joan Flynn,27,54,90,C
518569,William White,55,66,57,C
559061,Priscilla White,82,48,75,B
565577,Andrew Wilkinson,35,36,27,F
572870,John Brooks,95,84,17,B
589257,Anthony Gray,71,13,69,C
528694,Charles Jones,16,19,63,F
565448,Leslie Gomez,45,57,17,D
551146,Eric Kirby,18,43,84,D
564290,George Smith,57,13,25,F
565705,Thomas Garcia,51,75,38,C
593313,Kimberly Miller,89,26,100,B+
552423,David Lane,86,93,13,B
520229,Gary Small,16,47,15,F
548227,Devon Pacheco,82,14,66,C
596432,Robert Martin,31,59,77,C
551602,Steven Wilson,54,88,99,B+
548373,Phillip Santiago Jr.,36,50,20,D
544271,Lisa Edwards,68,81,15,C
554016,Sandra Anderson,74,57,12,D
548701,Kenneth Wright,48,44,61,C
580111,James Lopez,88,11,94,B
504228,Charles Black,97,23,78,B
532805,Harry Garcia,47,48,64,C
502370,Kim Reyes,51,62,11,D
583736,James Dickerson,28,44,28,D
514963,Angel Andrews,19,19,62,D
580295,Mr. David Moyer,41,21,91,C
524458,Gregory Leonard,89,80,76,A
577222,Leon Wagner,68,46,33,D
521338,Regina Farmer,48,84,50,C
570193,Thomas Gilbert,71,55,93,B+
505807,Christopher Peterson,60,93,69,B+
527671,Mary Chapman MD,49,62,70,C
519168,Rebecca Coleman,41,32,46,D
580136,Ricky Brown,45,36,20,D
573488,Carol Ball,45,16,77,D
504942,Gregory Payne,46,37,18,D
596965,Thomas Davis,67,70,31,C
537421,Mike Gomez,21,64,28,D
583440,Nathaniel Shaw,46,80,65,B
581670,Austin Berry,53,70,75,B
595247,Kayla Shepherd,74,77,70,B+
558723,David Anderson,98,25,23,D
514874,Christine Wolfe,61,41,31,D
508166,Anne Bradford,77,72,84,B+
544993,Cody King,13,93,10,D
597628,Michael Bell,61,88,27,C
598094,Christopher Davis,73,31,87,B
521974,Kathleen Rodriguez,29,34,10,F
567308,Michael Horton,81,64,39,B
585633,Michael Anderson,50,86,29,C
542536,Maria Carter,67,56,40,C
555242,Jennifer Moore,89,16,63,C
504277,Kelly Turner,79,81,95,A
526252,Joseph Turner,66,52,19,D
580983,James Williams,91,22,75,B
524606,Ashley Bradford,59,28,38,D
537385,Jessica Williams,84,28,16,D
552007,John Walker,35,37,53,D
573128,Dominique Bowen,28,54,12,F
516418,Douglas Martin,19,81,70,C
519859,Steven Salinas,20,23,79,D
562088,Sonia Hood,42,12,50,D
531112,Angelica Cummings,45,19,98,C
580876,Crystal Smith,34,73,56,C
579168,Julie Campbell,51,17,18,F
571865,Jessica Edwards,81,20,95,B
523623,Brenda Morris,71,44,20,D
521605,Melissa Willis PhD,55,10,58,D
556656,Ralph Knox,64,96,66,B+
545968,Kevin Schroeder,43,30,64,D
559855,Kelly Hughes,67,26,59,D
546798,Christopher Clark,85,34,45,C
560350,Jeremy Lang,40,23,49,D
564420,Jose Murillo,88,48,24,C
568661,Mary Harrison,19,46,14,F
554131,Brandon Bolton,25,20,31,F
569339,Joseph Mayer,62,61,27,D
500357,Michael Lee,100,35,80,B+
503672,Emily Valdez,57,40,20,D
513087,Kimberly Lloyd,14,78,44,D
519922,Ana Guerrero,19,92,27,D
576772,Jessica Moore,49,89,99,B+
576882,Stephanie Gregory,49,75,31,C
577636,Paul Lucas,66,40,65,C
586741,Jason Sanchez,94,28,31,C
557049,Kyle Garza,54,25,48,D
537466,Robin Byrd,48,14,80,D
534574,Dr. James Patterson,27,18,40,F
566866,Alexandria Miranda,83,43,69,B
591984,Christopher Herman,71,66,55,B
547983,Stephanie Pratt,64,95,11,C
501330,Lee Cochran MD,51,79,56,B
540158,Jillian Webster,39,99,77,B+
547324,Patricia Ramos,74,80,94,A
547170,Mary Ramirez,16,31,68,D
529392,Benjamin Mills,18,82,100,B
509520,Cesar Mcmillan,48,10,31,F
